review,label,phrase,sentiment
"Location was perfect, central to everything & staff absolutely amazing and very accommodating",8,Amazing Staff,positive
"Location was perfect, central to everything & staff absolutely amazing and very accommodating",8,Very Accommodating,positive
"Location and a few employees, namely, Mr. Satyendra, Fifty9 and Ms. Inderpreet.",7,Good Location,positive
"Location and a few employees, namely, Mr. Satyendra, Fifty9 and Ms. Inderpreet.",7,Good Employee Satyendra,positive
"Location and a few employees, namely, Mr. Satyendra, Fifty9 and Ms. Inderpreet.",7,Good Employee Fifty9,positive
"Location and a few employees, namely, Mr. Satyendra, Fifty9 and Ms. Inderpreet.",7,Good Employee Inderpreet,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Excellent Hotel,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Very Comfortable,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Close to Amenities,positive
Excellent hotel very comfortable close to a lot of things and great food nearby,10,Great Food Nearby,positive
I didn't opt out for breakfast but the location is good.,9,Good Location,positive
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Room,positive
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Location,positive
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Bathroom Size,positive
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good AC,positive
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Bed Quality,positive
"Room, location, bathroom size, AC, bed quality & cushioning",7,Good Cushioning,positive
Ok,8,Okay Experience,neutral
?È?·?È???È?·The area there has no hoardings of fab hotel hence looks quite unsatisfactory,8,No Hoardings,negative
?È?·?È???È?·The area there has no hoardings of fab hotel hence looks quite unsatisfactory,8,Unsatisfactory Area,negative
"Being a hotelier by profession, I know the hotel operations in detail. I am glad that I chose this property. The facilities were great and service was great too.",9,Great Facilities,positive
"Being a hotelier by profession, I know the hotel operations in detail. I am glad that I chose this property. The facilities were great and service was great too.",9,Great Service,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Excellent Property,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Well Trained Staff,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Friendly Staff,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Sparkling Clean,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Excellent Food,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Quick Room Service,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Big Room Size,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Big Toilet,positive
I have been regular to this property and excellent property. Very well trained and friendly staff. Sparkling clean hotel. Excellent food and room service is quick. Room size is big with big toilet and shower area.,9,Big Shower Area,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Courteous Staff,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Excellent Food,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Excellent Cleanliness,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Relaxing Rooms,positive
"staff most courteous, excellent food, excellent clean, very relaxing rooms and wonderful ambiance ,I have travelled manyplaces but nothing like this",9,Wonderful Ambience,positive
"Terrible service, the room was dirty and smelled bad.",1,Bad Smell,negative
"Terrible service, the room was dirty and smelled bad.",,Dirty Room,negative
